FlowID,SrcIP,SrcPort,DstIP,DstPort,Protocol,StartTime,Fwd_Header_Len,Bwd_Header_Len,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Tot_Fwd_Bytes,Tot_Bwd_Bytes,Fwd_PktLen_Min,Fwd_PktLen_Mean,Fwd_PktLen_Max,Fwd_PktLen_Std,Bwd_PktLen_Min,Bwd_PktLen_Mean,Bwd_PktLen_Max,Bwd_PktLen_Std,PktLen_Min,PktLen_Mean,PktLen_Max,PktLen_Var,PktLen_Std,Flow_Duration_s,Flow_IAT_Min,Flow_IAT_Mean,Flow_IAT_Max,Flow_IAT_Std,Fwd_IAT_Tot,Fwd_IAT_Min,Fwd_IAT_Mean,Fwd_IAT_Max,Fwd_IAT_Std,Bwd_IAT_Tot,Bwd_IAT_Min,Bwd_IAT_Mean,Bwd_IAT_Max,Bwd_IAT_Std,Active_Min,Active_Mean,Active_Max,Active_Std,Idle_Min,Idle_Mean,Idle_Max,Idle_Std,Fwd_PSH,Bwd_PSH,Fwd_URG,Bwd_URG,FIN_Count,SYN_Count,RST_Count,PSH_Count,ACK_Count,URG_Count,CWR_Count,ECE_Count,DownUp_Ratio,Fwd_Seg_Avg,Bwd_Seg_Avg,Fwd_Bulk_Byts_Avg,Fwd_Bulk_Pkts_Avg,Fwd_Bulk_Rate_Avg,Bwd_Bulk_Byts_Avg,Bwd_Bulk_Pkts_Avg,Bwd_Bulk_Rate_Avg,Init_Fwd_Win_Bytes,Init_Bwd_Win_Bytes,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Flow_Bytes_per_s,Flow_Pkts_per_s,Fwd_Pkts_per_s,Bwd_Pkts_per_s,Subflow_Fwd_Pkts_Avg,Subflow_Fwd_Bytes_Avg,Subflow_Bwd_Pkts_Avg,Subflow_Bwd_Bytes_Avg,TTL_Avg,TTL_Min,TTL_Max,Unique_Src_Ports,Unique_Dst_Ports,Packet_Size_Mode,Packet_Size_Median,First_Payload_Bytes,Label
10.0.0.1-10.0.0.2-36608-80-6-1755356724,10.0.0.1,36608,10.0.0.2,80,6,1755356724.2692423,74,0,1,0,74,0,74,74,74,0.0,0,0.0,0,0.0,74,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0,0,74,0.0,0.0,0.0,0.0,1,74,0.0,0.0,64,64,64,1,1,74,74,0,0
10.0.0.6-10.0.0.4-50522-8080-6-1755356724,10.0.0.6,50522,10.0.0.4,8080,6,1755356724.27052,74,0,2,0,148,0,74,74,74,0.0,0,0.0,0,0.0,74,74,74,0,0.0,0.00153350830078125,0.00153350830078125,0.00153350830078125,0.00153350830078125,0.0,0.00153350830078125,0.00153350830078125,0.00153350830078125,0.00153350830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.00153350830078125,0.00153350830078125,0.00153350830078125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,0,0,74,96510.7263681592,1304.1990049751244,1304.1990049751244,0.0,2,148,0.0,0.0,64,64,64,1,1,74,74.0,0,0
10.0.0.3-10.0.0.2-53-53-17-1755356744,10.0.0.3,53,10.0.0.2,53,17,1755356744.9821625,42,0,2,0,2484,0,1242,1242,1242,0.0,0,0.0,0,0.0,1242,1242,1242,0,0.0,0.004817962646484375,0.004817962646484375,0.004817962646484375,0.004817962646484375,0.0,0.004817962646484375,0.004817962646484375,0.004817962646484375,0.004817962646484375,0.0,0.0,0.0,0.0,0.0,0.0,0.004817962646484375,0.004817962646484375,0.004817962646484375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1242,0.0,2484,2,515570.62232779094,0.0,0.0,0.0,2484,0,2,1242,515570.62232779094,415.1132224861441,415.1132224861441,0.0,2,2484,0.0,0.0,64,64,64,1,1,1242,1242.0,1200,2
10.0.0.4-10.0.0.2-0-0-1-1755356852,10.0.0.4,0,10.0.0.2,0,1,1755356852.5226018,34,0,11813,0,496146,0,42,42,42,0.0,0,0.0,0,0.0,42,42,42,0,0.0,6.877286434173584,0.0002396106719970703,0.0005822287871802899,0.02250957489013672,0.0007398008580418618,6.877286434173584,0.0002396106719970703,0.0005822287871802899,0.02250957489013672,0.0007398008580418618,0.0,0.0,0.0,0.0,0.0,6.877286434173584,6.877286434173584,6.877286434173584,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,0,11813,42,72142.69825008676,1717.6832916687322,1717.6832916687322,0.0,11813,496146,0.0,0.0,64,64,64,1,1,42,42,8,3
10.0.0.5-10.0.0.2-62270-110-6-1755356879,10.0.0.5,62270,10.0.0.2,110,6,1755356879.662333,58,0,3,0,174,0,58,58,58,0.0,0,0.0,0,0.0,58,58,58,0,0.0,0.06058049201965332,0.022527456283569336,0.03029024600982666,0.038053035736083984,0.007762789726257324,0.06058049201965332,0.022527456283569336,0.03029024600982666,0.038053035736083984,0.007762789726257324,0.0,0.0,0.0,0.0,0.0,0.06058049201965332,0.06058049201965332,0.06058049201965332,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0,0,58,2872.2117334991517,49.52089195688193,49.52089195688193,0.0,3,174,0.0,0.0,55,55,55,1,1,58,58,0,5
10.0.0.5-10.0.0.2-62270-23-6-1755356879,10.0.0.5,62270,10.0.0.2,23,6,1755356879.6654203,58,0,3,0,174,0,58,58,58,0.0,0,0.0,0,0.0,58,58,58,0,0.0,0.05855607986450195,0.021233320236206055,0.029278039932250977,0.0373227596282959,0.008044719696044922,0.05855607986450195,0.021233320236206055,0.029278039932250977,0.0373227596282959,0.008044719696044922,0.0,0.0,0.0,0.0,0.0,0.05855607986450195,0.05855607986450195,0.05855607986450195,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0,0,58,2971.5103948664914,51.232937842525715,51.232937842525715,0.0,3,174,0.0,0.0,39,39,39,1,1,58,58,0,5
10.0.0.5-10.0.0.2-62270-587-6-1755356879,10.0.0.5,62270,10.0.0.2,587,6,1755356879.6685994,58,0,3,0,174,0,58,58,58,0.0,0,0.0,0,0.0,58,58,58,0,0.0,0.05601835250854492,0.017286062240600586,0.02800917625427246,0.038732290267944336,0.010723114013671875,0.05601835250854492,0.017286062240600586,0.02800917625427246,0.038732290267944336,0.010723114013671875,0.0,0.0,0.0,0.0,0.0,0.05601835250854492,0.05601835250854492,0.05601835250854492,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0,0,58,3106.124907430264,53.5538777143149,53.5538777143149,0.0,3,174,0.0,0.0,59,59,59,1,1,58,58,0,5
10.0.0.5-10.0.0.2-62270-53-6-1755356879,10.0.0.5,62270,10.0.0.2,53,6,1755356879.6758132,58,0,3,0,174,0,58,58,58,0.0,0,0.0,0,0.0,58,58,58,0,0.0,0.05061030387878418,0.017220735549926758,0.02530515193939209,0.03338956832885742,0.008084416389465332,0.05061030387878418,0.017220735549926758,0.02530515193939209,0.03338956832885742,0.008084416389465332,0.0,0.0,0.0,0.0,0.0,0.05061030387878418,0.05061030387878418,0.05061030387878418,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0,0,58,3438.035077140502,59.27646684725003,59.27646684725003,0.0,3,174,0.0,0.0,40,40,40,1,1,58,58,0,5
10.0.0.5-10.0.0.2-62270-22-6-1755356879,10.0.0.5,62270,10.0.0.2,22,6,1755356879.6771755,58,0,3,0,174,0,58,58,58,0.0,0,0.0,0,0.0,58,58,58,0,0.0,0.04816412925720215,0.02046513557434082,0.024082064628601074,0.027698993682861328,0.003616929054260254,0.04816412925720215,0.02046513557434082,0.024082064628601074,0.027698993682861328,0.003616929054260254,0.0,0.0,0.0,0.0,0.0,0.04816412925720215,0.04816412925720215,0.04816412925720215,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0,0,58,3612.6470608618174,62.28701829072099,62.28701829072099,0.0,3,174,0.0,0.0,46,46,46,1,1,58,58,0,5
10.0.0.5-10.0.0.2-62270-554-6-1755356879,10.0.0.5,62270,10.0.0.2,554,6,1755356879.6785247,58,0,3,0,174,0,58,58,58,0.0,0,0.0,0,0.0,58,58,58,0,0.0,0.048497676849365234,0.01602959632873535,0.024248838424682617,0.03246808052062988,0.008219242095947266,0.048497676849365234,0.01602959632873535,0.024248838424682617,0.03246808052062988,0.008219242095947266,0.0,0.0,0.0,0.0,0.0,0.048497676849365234,0.048497676849365234,0.048497676849365234,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0,0,58,3587.800721680907,61.85863313242943,61.85863313242943,0.0,3,174,0.0,0.0,56,56,56,1,1,58,58,0,5
